num_sim,regression_frac,bootstrap_reg_data,iav_normal_correction,qmc,repetition,seed,time,AEP mean,AEP stdev
4,1.0,False,False,False,0,919138,0.313809,12.367732261472167,0.22545271032049885
4,1.0,False,False,False,4,913780,0.31731310899999965,12.419412286932383,0.30220160256806633
4,1.0,False,False,False,1,35087,0.3203893280000001,12.323868286999833,0.17054878743493038
4,1.0,False,False,False,3,897049,0.320067495,12.331831193808814,0.2841984659569638
4,1.0,False,False,False,5,485653,0.3184516049999999,12.299622227495464,0.15222411323270285
4,1.0,False,False,False,2,988636,0.3254948569999998,12.23491004100585,0.12188828966011948
4,1.0,False,False,False,7,952179,0.2334319149999997,12.311795841018148,0.2042706000603696
4,1.0,False,False,False,6,162743,0.25195710200000043,12.41026371520546,0.07324119217124377
4,1.0,False,False,False,11,17406,0.240657691,12.069418624473814,0.032913810451141605
4,1.0,False,False,False,9,337997,0.2472093339999999,12.363760989861936,0.15494736104537812
4,1.0,False,False,False,10,865762,0.25107495800000024,12.352253064723119,0.24303469533106145
4,1.0,False,False,False,8,832662,0.2565978580000001,12.350342342748435,0.08456739747930361
4,1.0,False,False,False,12,792992,0.2242267620000007,12.370558403031621,0.03134391157889503
4,1.0,False,False,False,14,161540,0.223179558,12.419062213438583,0.10603440780229854
4,1.0,False,False,False,13,650180,0.2255904279999994,12.282445276912606,0.09209359113778774
4,1.0,False,False,False,15,879395,0.2350231469999997,12.294246834319882,0.0897045832562309
4,1.0,False,False,False,16,49637,0.23338529799999996,12.290079336821956,0.17522393800445835
4,1.0,False,False,False,17,399241,0.23157169,12.461944967209226,0.12328588170246772
4,1.0,False,False,False,18,736693,0.24002626999999954,12.256309722691089,0.2436432528207806
4,1.0,False,False,False,20,621569,0.23762829200000013,12.302916372887612,0.14228757344423784
4,1.0,False,False,False,22,96965,0.22868894199999978,12.282743199500803,0.0750507066332068
4,1.0,False,False,False,19,407699,0.2476065460000001,12.283549866652983,0.25813668226904696
4,1.0,False,False,False,23,673080,0.23487169200000046,12.343275635537289,0.1568322762419914
4,1.0,False,False,False,21,778247,0.2413506630000004,12.245308853146629,0.28991658067641185
4,1.0,False,False,False,24,322253,0.24340720699999885,12.361590698936919,0.20736334041658333
4,1.0,False,False,False,25,865105,0.24941734000000082,12.360426698726702,0.31399961744895183
4,1.0,False,False,False,27,909848,0.25455846700000073,12.429814066025735,0.09970814994020243
4,1.0,False,False,False,26,89986,0.26043065,12.263924099907495,0.19872821109593447
4,1.0,False,False,False,28,248380,0.26547936200000066,12.20057609056486,0.22120104313558278
4,1.0,False,False,False,29,427551,0.26970605400000025,12.417648275137637,0.16645706179049935
4,1.0,False,False,True,0,740804,0.33127755199999953,12.366025588375532,0.23044242485629038
4,1.0,False,False,True,1,627266,0.3215396679999998,12.354786280876935,0.27444130025272323
4,1.0,False,False,True,2,675784,0.31851402799999917,12.36414648706784,0.2000188551586032
4,1.0,False,False,True,3,298991,0.3174117170000006,12.354556812284114,0.16439047538167367
4,1.0,False,False,True,4,743337,0.3133678059999987,12.311642673534077,0.18009471342243996
4,1.0,False,False,True,5,435941,0.31856664599999895,12.354615852874105,0.13183324052922332
4,1.0,False,False,True,6,310891,0.23159698799999973,12.300459489687114,0.25244004915498647
4,1.0,False,False,True,7,975093,0.2314193239999991,12.341971630530892,0.10167508777428054
4,1.0,False,False,True,8,35964,0.23190045000000126,12.297638363808348,0.15201508153011806
4,1.0,False,False,True,9,384402,0.23209955699999973,12.316654122910554,0.25505519107289554
4,1.0,False,False,True,10,719063,0.23118308200000115,12.271743960373858,0.15270092982674102
4,1.0,False,False,True,11,322826,0.2302575779999998,12.286903308040173,0.19551891622954143
4,1.0,False,False,True,12,193346,0.23137914099999968,12.376466618169946,0.2520257414353969
4,1.0,False,False,True,13,853144,0.23064283500000116,12.273418673493776,0.13724544249428242
4,1.0,False,False,True,15,261812,0.22791432499999864,12.4339481871415,0.22880646800577806
4,1.0,False,False,True,14,380618,0.23140355799999845,12.266863070547753,0.179741082061978
4,1.0,False,False,True,16,333447,0.22881119699999886,12.3573369827455,0.26907895832022016
4,1.0,False,False,True,17,597019,0.22996240300000004,12.402090421070985,0.2195161981678623
4,1.0,False,False,True,18,984560,0.22922132200000078,12.427289310787753,0.16523277755694438
4,1.0,False,False,True,19,339423,0.2280390610000005,12.33970927884528,0.15252160115524957
4,1.0,False,False,True,20,180470,0.22651887700000017,12.294549835289825,0.22992099159058987
4,1.0,False,False,True,21,369617,0.23045813799999948,12.268588438537243,0.17096156142666827
4,1.0,False,False,True,22,64728,0.22621230800000092,12.3756640359284,0.2818871508568342
4,1.0,False,False,True,23,847469,0.2271093989999997,12.301777704332995,0.228161374387105
4,1.0,False,False,True,24,812064,0.23598281099999951,12.361067279976998,0.19795093185561294
4,1.0,False,False,True,25,153485,0.2341484299999994,12.386108330051407,0.24839912042419446
4,1.0,False,False,True,26,292552,0.235655426000001,12.41789517887512,0.2168534574791048
4,1.0,False,False,True,27,839060,0.23407552900000006,12.382899721068869,0.21731765814930343
4,1.0,False,False,True,28,508579,0.23655015599999984,12.428827948434126,0.22447467824255446
4,1.0,False,False,True,29,238920,0.2306178990000003,12.411407510360181,0.16975093031222724
8,1.0,False,False,False,0,860820,0.326797934,12.294753716275094,0.15948426770492893
8,1.0,False,False,False,2,530371,0.33612647799999884,12.273878251552638,0.17323940230417223
8,1.0,False,False,False,4,583461,0.3383001549999989,12.344374559459181,0.12723649727893233
8,1.0,False,False,False,5,883880,0.33822542799999944,12.24583102011682,0.09606077068630287
8,1.0,False,False,False,1,577504,0.36993762100000005,12.352330987890577,0.1916457568450375
8,1.0,False,False,False,3,417054,0.3802332409999991,12.337797551517257,0.16793988265734847
8,1.0,False,False,False,6,601652,0.347649521000001,12.397371382030409,0.23154555327765666
8,1.0,False,False,False,7,39904,0.341812688000001,12.284806685348979,0.2556282219059092
8,1.0,False,False,False,10,172505,0.3328888560000003,12.281147520971817,0.09332443534170906
8,1.0,False,False,False,8,9768,0.35802956200000047,12.309987902114475,0.2374083899572078
8,1.0,False,False,False,9,894232,0.354877063,12.288243277624792,0.2265988753748663
8,1.0,False,False,False,11,291302,0.3383722039999988,12.263126932819207,0.09824294971354709
8,1.0,False,False,False,12,321255,0.35981566699999945,12.26108934368788,0.07054833167591457
8,1.0,False,False,False,13,177345,0.34986790700000014,12.341518093883591,0.27865144519755963
8,1.0,False,False,False,14,492977,0.35184697599999915,12.31597886423927,0.12784508835172745
8,1.0,False,False,False,16,362742,0.34752196300000016,12.196183373899029,0.11788858621287518
8,1.0,False,False,False,17,267438,0.3437028479999995,12.369440269637892,0.17924135562662122
8,1.0,False,False,False,15,959528,0.3605101149999985,12.423764436130636,0.15858534169327662
8,1.0,False,False,False,18,477708,0.32293895600000155,12.294459374030437,0.18466757990128543
8,1.0,False,False,False,19,372243,0.31555092600000023,12.238353048995366,0.1470904526423192
8,1.0,False,False,False,21,576068,0.31001582700000085,12.372741377844722,0.14328937166066325
8,1.0,False,False,False,20,676080,0.3301836179999995,12.319424142681857,0.1514526968479188
8,1.0,False,False,False,22,397624,0.31400717200000017,12.436609670432437,0.1959910815031527
8,1.0,False,False,False,23,991455,0.31503387400000094,12.383634963308804,0.25923767803405207
8,1.0,False,False,False,25,63332,0.3076622870000012,12.396010765159078,0.12330474062786713
8,1.0,False,False,False,24,966218,0.32263316699999933,12.309640002356653,0.17120536507100095
8,1.0,False,False,False,26,66350,0.30331686100000077,12.40749619111633,0.2734788333253319
8,1.0,False,False,False,27,476365,0.31419202900000087,12.47634875624799,0.2719926178446162
8,1.0,False,False,False,28,29549,0.3092925789999992,12.277527487813792,0.18068517177504265
8,1.0,False,False,False,29,45247,0.3420532670000007,12.352472604111894,0.22050519062062957
8,1.0,False,False,True,2,728236,0.2960611430000011,12.358773539476692,0.1703306100228329
8,1.0,False,False,True,0,198163,0.32247155200000144,12.351335267451256,0.2179310372276348
8,1.0,False,False,True,1,295795,0.32373311699999974,12.37184227813048,0.1972365259168952
8,1.0,False,False,True,4,368620,0.3177546650000007,12.365553097586767,0.199515758357242
8,1.0,False,False,True,3,42610,0.3353120409999999,12.36451519580414,0.2178596586014157
8,1.0,False,False,True,5,290313,0.32309308700000017,12.380037483171828,0.26592118719417657
8,1.0,False,False,True,6,567026,0.30970385800000066,12.39070477358344,0.18190329964759958
8,1.0,False,False,True,7,664096,0.325558191999999,12.317159159881724,0.09297870886963426
8,1.0,False,False,True,8,879686,0.3125909389999997,12.288326610049653,0.15438016150585127
8,1.0,False,False,True,9,904520,0.3224579399999996,12.317427689274812,0.18360481033495327
8,1.0,False,False,True,10,137184,0.3165377930000002,12.299301682945835,0.18894837525867386
8,1.0,False,False,True,11,483870,0.32262402399999957,12.325101296565203,0.17063032484268936
8,1.0,False,False,True,12,8311,0.30432079500000064,12.376141297257313,0.18304648527003167
8,1.0,False,False,True,13,856574,0.3202886550000006,12.333337339830363,0.17450923060084444
8,1.0,False,False,True,14,958772,0.3228871900000012,12.312777778061779,0.15850511265719205
8,1.0,False,False,True,15,33158,0.3229098169999993,12.27379708830866,0.1531833388389078
8,1.0,False,False,True,16,244061,0.31904681100000154,12.301095669960063,0.14881279477355225
8,1.0,False,False,True,17,206623,0.32533191799999983,12.302029812724438,0.18940804839846512
8,1.0,False,False,True,18,317399,0.31641338899999916,12.295868934849558,0.19514033474461784
8,1.0,False,False,True,20,325456,0.3139443289999999,12.29847568871261,0.14206174512646486
8,1.0,False,False,True,19,435604,0.3186064340000012,12.375206166847224,0.2571334872752754
8,1.0,False,False,True,21,373690,0.31471414399999986,12.297236872359703,0.2156483945601349
8,1.0,False,False,True,22,960665,0.3209901900000016,12.336243886334666,0.13526753317678106
8,1.0,False,False,True,23,403282,0.31158062899999983,12.307558533715124,0.12952043518308837
8,1.0,False,False,True,24,498616,0.304534662,12.328658053610525,0.1329877350294117
8,1.0,False,False,True,25,252997,0.31130345200000065,12.325639609391965,0.16819022389092225
8,1.0,False,False,True,26,31189,0.3232002610000002,12.356536562009177,0.24034883949711172
8,1.0,False,False,True,27,707195,0.3262346520000001,12.305526211791397,0.1530916934158897
8,1.0,False,False,True,28,301032,0.33354120899999984,12.365353742784711,0.2191644118756812
8,1.0,False,False,True,29,428627,0.3318419049999992,12.283634643795205,0.2094468552624654
16,1.0,False,False,False,0,938577,0.46202794600000097,12.348016687249336,0.14331313587156627
16,1.0,False,False,False,2,488960,0.44660136499999936,12.39722661146612,0.19745263106482505
16,1.0,False,False,False,1,42176,0.46189939599999974,12.298792209003167,0.14529869922195254
16,1.0,False,False,False,3,470305,0.4435655539999992,12.322387294350312,0.13495908192830533
16,1.0,False,False,False,4,528653,0.43712226000000065,12.352152180882376,0.1914732713939224
16,1.0,False,False,False,5,735017,0.43988084399999927,12.397643532897998,0.19440581015829714
16,1.0,False,False,False,6,481273,0.46489932899999964,12.277041627697363,0.12442744243143432
16,1.0,False,False,False,8,706561,0.4482095089999998,12.368887366131766,0.15479175099121398
16,1.0,False,False,False,7,136975,0.45456209899999855,12.296431843696487,0.18792535254161644
16,1.0,False,False,False,9,949571,0.46859524799999974,12.399635286864106,0.1649916668232457
16,1.0,False,False,False,10,136251,0.46845465799999886,12.360574688445599,0.22417065447137163
16,1.0,False,False,False,11,961681,0.45665142500000044,12.332298057570346,0.15882344844035323
16,1.0,False,False,False,13,444347,0.4566440630000006,12.311373156797496,0.16474519558545234
16,1.0,False,False,False,12,341025,0.5018688230000006,12.321232904862763,0.20856832768460373
16,1.0,False,False,False,14,14378,0.48689284599999993,12.336166659534147,0.1793371679856714
16,1.0,False,False,False,15,525973,0.4841236369999997,12.348071662497741,0.18527276616141858
16,1.0,False,False,False,16,296908,0.48842664400000046,12.374884705001222,0.20246813385040843
16,1.0,False,False,False,17,337576,0.5081833849999988,12.288219980869886,0.16028709560483834
16,1.0,False,False,False,18,500047,0.46777317699999976,12.344119705013444,0.15373251370714616
16,1.0,False,False,False,19,672727,0.47786158899999975,12.383183971055233,0.16484486534776002
16,1.0,False,False,False,20,417607,0.4848473750000011,12.326796225418176,0.1668810862947431
16,1.0,False,False,False,21,120787,0.4662901339999994,12.307117367086283,0.1418954617730071
16,1.0,False,False,False,22,619286,0.47437504100000005,12.382699921231822,0.229741387178518
16,1.0,False,False,False,23,143435,0.4715273670000002,12.310538389520179,0.14909520378344568
16,1.0,False,False,False,24,69157,0.4324325819999988,12.383008242548865,0.16146203108984084
16,1.0,False,False,False,25,772296,0.42443635100000066,12.2662641681302,0.16217806730896903
16,1.0,False,False,False,26,387927,0.44108785499999925,12.332065581483826,0.1468088912379901
16,1.0,False,False,False,28,643982,0.4112138140000017,12.423581675720635,0.2078543441456682
16,1.0,False,False,False,27,261518,0.4515902149999995,12.349058622496326,0.19412373727983667
16,1.0,False,False,False,29,10383,0.43900623299999886,12.405543458321267,0.18814162414633984
16,1.0,False,False,True,0,537504,0.48344521000000107,12.321735981734419,0.17601843975628675
16,1.0,False,False,True,1,785577,0.4941603900000011,12.320372470222166,0.20647353071873
16,1.0,False,False,True,2,775131,0.4920886580000001,12.332989483319686,0.18492669654624336
16,1.0,False,False,True,3,944905,0.47810209400000225,12.31920872973603,0.198748622076718
16,1.0,False,False,True,4,188281,0.500190077000001,12.338637121998422,0.19358868511327862
16,1.0,False,False,True,5,367927,0.4822482360000002,12.319124937853317,0.20493120884388588
16,1.0,False,False,True,6,686135,0.49385496799999906,12.332207361522713,0.18258506188633616
16,1.0,False,False,True,7,639145,0.4700688450000001,12.346052057490898,0.17659077689799832
16,1.0,False,False,True,8,980542,0.5403471540000027,12.34410507702167,0.16821870610421585
16,1.0,False,False,True,11,11728,0.4808081790000003,12.32998073293399,0.17783712668636445
16,1.0,False,False,True,9,449087,0.5530117069999996,12.335257313035747,0.18208868196398045
16,1.0,False,False,True,10,123182,0.540175007000002,12.333998813458006,0.1979236229388661
16,1.0,False,False,True,12,527798,0.5309242320000003,12.338338225975349,0.22541792178421044
16,1.0,False,False,True,13,374899,0.5450352859999974,12.324938164456942,0.17449535698454005
16,1.0,False,False,True,14,798723,0.4944762080000018,12.335476992844065,0.1676894947876171
16,1.0,False,False,True,16,284247,0.48967511800000096,12.323648880876277,0.18307845656827945
16,1.0,False,False,True,17,105468,0.4875321069999998,12.332317329484653,0.1980434845129559
16,1.0,False,False,True,15,99507,0.5539727879999994,12.349208648637912,0.19170435559337123
16,1.0,False,False,True,19,102788,0.5037076529999993,12.32698466582663,0.1824604025075229
16,1.0,False,False,True,18,280753,0.5329918549999988,12.339274417306052,0.15246321021148274
16,1.0,False,False,True,20,265520,0.4959035810000003,12.327504307077767,0.17537031917763599
16,1.0,False,False,True,21,873832,0.49421732599999757,12.344005673512173,0.19784339905229406
16,1.0,False,False,True,22,637736,0.502391853999999,12.35093955154988,0.1977680836559749
16,1.0,False,False,True,23,645373,0.47734894599999933,12.33122878737553,0.16182104494621435
16,1.0,False,False,True,25,389220,0.46910633199999907,12.319011674681116,0.19916249026953187
16,1.0,False,False,True,24,547570,0.49154990799999965,12.334330208129508,0.17142972670043774
16,1.0,False,False,True,26,722991,0.47854719100000054,12.33312120010892,0.20010220537911866
16,1.0,False,False,True,27,772750,0.4747265700000014,12.343190284799036,0.1732730428618638
